ref	query	dist	pvalue	sharedhashes	Organism.Name	Strain	Assembly	Level
NZ_CP029567.1.fa	NA	NA	NA	NA	Salmonella enterica	DA34821	GCA_003177235.1	Complete
NZ_CP025273.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1923	USDA-ARS-USMARC-1923	GCA_004328805.1	Complete
NZ_CP016012.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport	CFSAN003890	GCA_001890185.1	Complete
NZ_CP029897.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	343077_213147	GCA_003717755.1	Complete
NZ_CP022658.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica	RM11060	GCA_002504125.1	Complete
NZ_CP043664.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Kentucky	161365	GCA_009667765.1	Complete
NZ_CP053585.1.fa	NA	NA	NA	NA	Salmonella enterica	2011K-1440	GCA_013161625.1	Complete
NC_011083.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	SL476	GCA_000020705.1	Complete
NZ_CP017723.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Stanleyville str. CFSAN000624	SARB61	GCA_000487935.2	Complete
NZ_CP027677.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Corvallis	12-01738	GCA_003071545.1	Complete
NZ_CP046283.1.fa	NA	NA	NA	NA	Salmonella enterica	FDAARGOS_687	GCA_009729975.1	Complete
NZ_CP022070.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	FDAARGOS_321	GCA_002209225.2	Complete
NZ_CP014979.2.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. CDC H2662	CDC H2662	GCA_001623825.2	Complete
NZ_CP028318.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	CFSAN067216	GCA_003986675.1	Complete
NZ_CP025248.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. CDC 2009K-1331	CDC 2009K-1331	GCA_004136035.1	Complete
NZ_LS483477.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. salamae	NCTC10310	GCA_900478225.1	Complete
NZ_CP040564.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	SAP17-7699	GCA_005885875.1	Complete
NZ_CP015924.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. Levine 15	Levine 15	GCA_000271905.2	Complete
NZ_CP014621.2.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1727	USDA-ARS-USMARC-1727	GCA_001620205.2	Complete
NZ_CP020922.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica	16A242	GCA_002163995.1	Complete
NZ_CP039509.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Worthington	7102.58	GCA_004923415.2	Complete
NZ_CP039503.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Worthington	7101.67	GCA_004923395.1	Complete
NZ_CP053870.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	SS2017	GCA_013206965.1	Complete
NZ_CP013222.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Anatum	GT-01	GCA_001447115.1	Complete
NZ_CP019198.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Muenster str. 0315	315	GCA_000487035.2	Complete
NZ_LS997973.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	D23580	GCA_900538085.1	Complete
NC_016854.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. D23580	D23580	GCA_000027025.1	Complete
NZ_CP021462.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	UGA14	GCA_003194225.1	Complete
NZ_CP053865.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	SL7207	GCA_013207105.1	Complete
NC_016857.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74	ST4/74	GCA_000188735.1	Complete
NC_016810.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	SL1344	GCA_000210855.2	Complete
NZ_CP060169.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	BKQZM9	GCA_014250355.1	Complete
NZ_CP032384.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Dublin	CVM N53043	GCA_003589785.1	Complete
NZ_CP019189.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Poona str. ATCC BAA-1673	ATCC BAA-1673	GCA_000493295.2	Complete
NC_017046.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. 798	798	GCA_000252875.1	Complete
NZ_CP060165.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	D37712	GCA_014250335.1	Complete
NZ_LN890522.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Weltevreden	2511STDY5712384	GCA_001409155.1	Complete
NZ_CP022116.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Ouakam str. SA20034636	SA20034636	GCA_002211565.1	Complete
NZ_CP043399.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	14028S substr. GXS275	GCA_008244785.1	Complete
NZ_CP047323.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	RM13672	GCA_009857075.1	Complete
NC_016856.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	14028S	GCA_000022165.1	Complete
NZ_CP043400.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	14028S substr. JY996	GCA_008244845.1	Complete
NZ_CP026700.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	AR_0031	GCA_002947135.1	Complete
NZ_CP025555.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	PIR00538	GCA_003032015.1	Complete
NZ_CP034479.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	14028	GCA_006088735.1	Complete
NZ_CP029840.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	01ST04081	GCA_006384995.1	Complete
NZ_CP034230.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	ATCC 14028	GCA_003864015.1	Complete
NZ_CP030196.1.fa	NA	NA	NA	NA	Salmonella enterica	SA20051401	GCA_003325095.1	Complete
NZ_CP043401.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	14028S substr. GXS259	GCA_008244805.1	Complete
NZ_CP043402.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	14028S substr. GXS254	GCA_008244825.1	Complete
NZ_CP032396.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Dublin	CVM 22429	GCA_003589865.1	Complete
NZ_LR134159.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. houtenae	NCTC7318	GCA_900635725.1	Complete
NZ_CP025736.1.fa	NA	NA	NA	NA	Salmonella enterica	FORC_079	GCA_003999215.1	Complete
NZ_CP019181.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Inverness str. ATCC 10720	ATCC 10720	GCA_000487155.2	Complete
NZ_CP045949.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	AUSMDU00010529	GCA_009664595.1	Complete
NZ_CP058807.1.fa	NA	NA	NA	NA	Salmonella enterica	SRC27	GCA_013415925.1	Complete
NZ_CP029839.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	10ST07093	GCA_006384195.1	Complete
NZ_CP007505.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Tennessee str. TXSC_TXSC08-19	TXSC_TXSC08-19	GCA_000486405.2	Complete
NZ_CP010280.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. CVM 22462	CVM 22462	GCA_000272895.3	Complete
NZ_CP035547.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	YU07-18	GCA_011304815.1	Complete
NZ_CP025230.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1924	USDA-ARS-USMARC-1924	GCA_004136055.1	Complete
NZ_CP022062.1.fa	NA	NA	NA	NA	Salmonella enterica	FDAARGOS_312	GCA_002208965.2	Complete
NZ_CP034697.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. salamae serovar 42:r:-	RSE42	GCA_003994675.1	Complete
NZ_CP034717.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. salamae serovar 42:r:-	RSE09	GCA_003994635.1	Complete
NC_021814.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921	CFSAN001921	GCA_000430145.3	Complete
NZ_CP025241.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1929	USDA-ARS-USMARC-1929	GCA_004136155.1	Complete
NZ_CP022139.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. salamae serovar 55:k:z39 str. 1315K	1315K	GCA_002211865.1	Complete
NC_010102.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	SGSC4150; SPB7	GCA_000018705.1	Complete
NZ_CP032393.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Dublin	CVM 22453	GCA_003589845.1	Complete
NZ_CP010283.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. CVM 21550	CVM 21550	GCA_000272715.4	Complete
NZ_CP040566.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	SAP17-7299	GCA_005885895.1	Complete
NZ_CP028199.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	CFSAN018746	GCA_003030285.1	Complete
NZ_CP039595.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	PNCS014865	GCA_004919405.1	Complete
NZ_CP013702.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	RM10961	GCA_001922185.1	Complete
NZ_CP014977.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1896	USDA-ARS-USMARC-1896	GCA_001623845.1	Complete
NZ_CP007235.2.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1899	USDA-ARS-USMARC-1899	GCA_000941015.2	Complete
NZ_CP044184.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica	AR-0403	GCA_008727615.1	Complete
NZ_CP030029.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	FORC098	GCA_007431545.1	Complete
NZ_CP021909.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica	ST1120	GCA_002201855.1	Complete
NZ_CP038847.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	PNCS014851	GCA_004792435.1	Complete
NZ_CP030185.1.fa	NA	NA	NA	NA	Salmonella enterica	SA20094620	GCA_003325055.1	Complete
NZ_CP016385.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	ST931R	GCA_001729225.1	Complete
NC_021151.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. U288	U288	GCA_000380325.1	Complete
NZ_CP036165.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Albany	sg_wt5	GCA_004194605.3	Complete
NZ_CP043667.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Kentucky	162835	GCA_009667835.1	Complete
NZ_CP022494.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Derby	SA20035215	GCA_002234755.2	Complete
NZ_CP019404.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Bardo	SA20113257	GCA_001975305.1	Complete
NZ_CP019408.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Crossness str. 1422-74	1422-74	GCA_001975245.1	Complete
NZ_CP032390.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Dublin	CVM 34981	GCA_003589825.1	Complete
NZ_CP026609.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Derby	2014LSAL01779	GCA_002946375.1	Complete
NZ_CP013685.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport	0007-33	GCA_001922165.1	Complete
NZ_CP015157.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	NC983	GCA_001705365.1	Complete
NZ_CP030207.1.fa	NA	NA	NA	NA	Salmonella enterica	SA19992307	GCA_003324955.1	Complete
NZ_CP007584.2.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1735	USDA-ARS-USMARC-1735	GCA_000988525.3	Complete
NZ_CP032387.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Dublin	CVM N45955	GCA_003589805.1	Complete
NZ_CP032379.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Dublin	USMARC-69807	GCA_003595725.1	Complete
NZ_CP032446.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Dublin	USMARC-69840	GCA_003595645.1	Complete
NZ_LT904868.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	H12ESR04734-001A	GCA_001163025.2	Complete
NC_011205.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	CT_02021853	GCA_000020925.1	Complete
NZ_CP029909.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	311189_222186	GCA_003718315.1	Complete
NZ_CP019179.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Dublin str. ATCC 39184	ATCC 39184	GCA_001953035.1	Complete
NZ_CP015923.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. Levine 1	Levine 1	GCA_000271885.2	Complete
NZ_CP025453.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Agona	USDA-ARS-USMARC-76341	GCA_006165265.1	Complete
NZ_CP025217.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Tennessee	PIR00537	GCA_003031855.1	Complete
NZ_LR590081.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	4316STDY6559669	GCA_901457615.1	Complete
NZ_CP023512.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Saintpaul	FDAARGOS_373	GCA_002386325.1	Complete
NZ_CP032490.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	SL26	GCA_009497835.1	Complete
NZ_LR590082.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	4316STDY6559672	GCA_901457625.1	Complete
NZ_CP014663.2.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1677	USDA-ARS-USMARC-1677	GCA_001623545.2	Complete
NZ_LT904867.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	ERL034151	GCA_001362095.2	Complete
NZ_CP024619.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	BL10	GCA_002762135.3	Complete
NZ_CP043773.1.fa	NA	NA	NA	NA	Salmonella enterica	QH	GCA_008386295.1	Complete
NZ_CP030288.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Gaminara str. SA20063285	SA20063285	GCA_001448665.2	Complete
NZ_CP033350.2.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica	CFSA231	GCA_004124195.2	Complete
NZ_CP033345.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Tennessee	CFSAN076210	GCA_003710185.1	Complete
NZ_CP014994.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Tennessee	CFSAN001387	GCA_001535315.2	Complete
NZ_CP016010.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport	CFSAN001660	GCA_001890165.1	Complete
NZ_CP028900.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar California	CD-SL01	GCA_005222465.1	Complete
NC_012125.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594	RKS4594	GCA_000018385.1	Complete
NZ_CP010279.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. CVM 22425	CVM 22425	GCA_000272775.4	Complete
NZ_CP034074.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. diarizonae	16-SA00356	GCA_004126495.1	Complete
NZ_CP054422.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. diarizonae serovar 61:k:1,5,(7)	14-SA00836-0	GCA_013328855.1	Complete
NZ_CP039439.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Kentucky	VNSEC013	GCA_013376955.1	Complete
NZ_CP010281.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. CVM 22513	CVM 22513	GCA_000272735.4	Complete
NZ_CP025237.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1928	USDA-ARS-USMARC-1928	GCA_004136135.1	Complete
NZ_CP025234.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1926	USDA-ARS-USMARC-1926	GCA_004136095.1	Complete
NZ_CP013226.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Anatum	GT-38	GCA_001447095.1	Complete
NZ_CP038593.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Senftenberg	SA20130280	GCA_004768585.1	Complete
NZ_CP038591.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Senftenberg	SA20061017	GCA_004768565.1	Complete
AP020330.1.fa	NA	NA	NA	NA	Salmonella enterica	SEHaa3795	GCA_012558165.1	Complete
NZ_CP029853.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	343077_281186	GCA_003718575.1	Complete
NZ_CP025094.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Virchow	FORC_080	GCA_003856755.1	Complete
NZ_CP010284.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. CVM N1543	CVM N1543	GCA_000272835.4	Complete
NC_011080.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. SL254	SL254	GCA_000016045.1	Complete
NZ_CP014983.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-2059	CDC 2009K-2059	GCA_001623775.1	Complete
NZ_CP030175.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Milwaukee str. SA19950795	SA19950795	GCA_001448785.2	Complete
NZ_CP027414.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	FDAARGOS_320	GCA_002983965.1	Complete
NC_021820.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736	08-1736	GCA_000430165.1	Complete
NZ_CP022117.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Macclesfield str. S-1643	S-1643	GCA_002211585.1	Complete
NZ_CP029950.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	311189_205186	GCA_003717515.1	Complete
NZ_CP037894.1.fa	NA	NA	NA	NA	Salmonella enterica	FSW0104	GCA_004354285.1	Complete
NZ_CP039603.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	PNCS014868	GCA_004919445.1	Complete
NZ_CP017728.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. SARA13	SARA13	GCA_000486345.2	Complete
NZ_CP037892.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica	CFSAN087304	GCA_004354245.1	Complete
NZ_CP051269.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	OLF_FSR1_WB_Finch_ST-13	GCA_012530335.1	Complete
NZ_CP034233.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Senftenberg	ATCC 8400	GCA_003864035.1	Complete
NC_016863.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1	UK-1	GCA_000213635.1	Complete
NZ_CP012349.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791	ATCC 15791	GCA_000486445.2	Complete
NZ_CP017617.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	22495	GCA_001886995.1	Complete
NZ_CP037874.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	PNCS014854	GCA_009756515.1	Complete
NZ_CP039854.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	PNCS014864	GCA_005160365.1	Complete
NZ_CP039567.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	PNCS014850	GCA_004919285.1	Complete
NZ_CP051267.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	OLF-FSR1_WB_Hawk_ST-33	GCA_012530215.1	Complete
NZ_CP014981.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1880	USDA-ARS-USMARC-1880	GCA_001623705.1	Complete
NZ_CP039565.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	PNCS014849	GCA_004919185.1	Complete
NZ_CP039713.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	PNCS014853	GCA_005144925.1	Complete
NZ_CP039585.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	PNCS014859	GCA_004919265.1	Complete
NC_022544.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. DT2	DT2	GCA_000493535.2	Complete
NZ_CP029862.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	343077_214162	GCA_003717715.1	Complete
NZ_CP045465.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Anatum	Sal-2097	GCA_011465815.1	Complete
NZ_CP040900.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	SAP18-6199	GCA_006351805.1	Complete
NZ_CP030190.1.fa	NA	NA	NA	NA	Salmonella enterica	SA20104250	GCA_003325075.1	Complete
NZ_CP024168.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Tennessee	CFSAN070643	GCA_002741905.1	Complete
NZ_CP048775.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Agona	SG17-135	GCA_012169275.1	Complete
NZ_CP040575.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	WGS1146	GCA_005885835.1	Complete
NZ_CP022138.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Waycross	SA20041608	GCA_002211845.1	Complete
NZ_CP046429.1.fa	NA	NA	NA	NA	Salmonella enterica	R19_2839	GCA_009734305.1	Complete
NZ_LT855376.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	STMU2UK	GCA_900184385.1	Complete
NZ_CP025246.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Newport str. CDC 2012K-0938	CDC 2012K-0938	GCA_004136175.1	Complete
NZ_CP012930.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Heidelberg	N13-01290	GCA_001441245.1	Complete
NZ_CP012681.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	33676	GCA_001293505.1	Complete
NZ_CP029888.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	343076_294172	GCA_003717835.1	Complete
NC_003198.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi str. CT18	CT18	GCA_000195995.1	Complete
NZ_LT883153.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	ERL12148	GCA_001157245.2	Complete
NZ_CP029885.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	311189_255186	GCA_003718175.1	Complete
NZ_CP036166.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Brancaster	sg_ww281	GCA_004194635.5	Complete
NZ_CP028314.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	CFSAN067217	GCA_003986655.1	Complete
NZ_CP029892.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	343076_252143	GCA_003717895.1	Complete
NZ_LT904893.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	1016889	GCA_001356455.2	Complete
NZ_CP029883.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	311189_268186	GCA_003718115.1	Complete
NZ_CP029992.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. salamae serovar 56:z10:e,n,x	SA20011914	GCA_003324795.1	Complete
NZ_LT904894.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	ERL12960	GCA_001362175.2	Complete
NZ_CP029904.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	311189_231186	GCA_003718255.1	Complete
NZ_CP029864.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	343077_228157	GCA_003717655.1	Complete
NZ_CP029863.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	343077_278127	GCA_003718595.1	Complete
NZ_CP029040.1.fa	NA	NA	NA	NA	Salmonella enterica	CFSAN047866	GCA_003073535.1	Complete
NZ_CP029894.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhi	311189_291186	GCA_003718055.1	Complete
NZ_CP017621.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Typhimurium	22792	GCA_001887015.1	Complete
NZ_CP019177.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Albany str. ATCC 51960	ATCC 51960	GCA_000487515.2	Complete
NZ_CP019174.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Give	CFSAN024229	GCA_002863765.1	Complete
NZ_CP030209.1.fa	NA	NA	NA	NA	Salmonella enterica	SA20044414	GCA_003324975.1	Complete
NZ_CP038601.1.fa	NA	NA	NA	NA	Salmonella enterica subsp. enterica serovar Senftenberg	11-5006	GCA_004768605.1	Complete
